"","rumination_measure","rumination_intensity"
"1","trait_rumination",0.0733473737026692
"2","mean_state_rumination",0.594759005318053
"3","state_rumination",0.373837075222982
"4","trait_rumination",0.181638200707872
"5","mean_state_rumination",0.663633723285781
"6","state_rumination",0.379321698923754
"7","trait_rumination",0.168544783133835
"8","mean_state_rumination",0.582003629038242
"9","state_rumination",0.386403020070002
"10","trait_rumination",0.16295801423259
"11","mean_state_rumination",0.603573343832953
"12","state_rumination",0.362844536747259
"13","trait_rumination",0.0765659189654523
"14","mean_state_rumination",0.608671501614549
"15","state_rumination",0.372807816748537
"16","trait_rumination",0.103155741365642
"17","mean_state_rumination",0.57358977436973
"18","state_rumination",0.380189655369138
"19","trait_rumination",0.10781691236437
"20","mean_state_rumination",0.648197569271226
"21","state_rumination",0.393291381441352
"22","trait_rumination",0.148006605185539
"23","mean_state_rumination",0.54409643239028
"24","state_rumination",0.374961275945107
"25","trait_rumination",0.144031060523462
"26","mean_state_rumination",0.510678392603316
"27","state_rumination",0.369082395858492
"28","trait_rumination",0.154183057692196
"29","mean_state_rumination",0.586882351463984
"30","state_rumination",0.403009902743183
"31","trait_rumination",0.0630404965822703
"32","mean_state_rumination",0.594431577095233
"33","state_rumination",0.38997857020887
"34","trait_rumination",0.11960815914016
"35","mean_state_rumination",0.665960086658156
"36","state_rumination",0.389203167819803
"37","trait_rumination",0.161206735247196
"38","mean_state_rumination",0.552842898598682
"39","state_rumination",0.352199931263794
"40","trait_rumination",0.137887583292512
"41","mean_state_rumination",0.61733253553784
"42","state_rumination",0.402637206604318
"43","trait_rumination",0.0881961167335459
"44","mean_state_rumination",0.592257905593486
"45","state_rumination",0.378257359636832
"46","trait_rumination",0.182893306220609
"47","mean_state_rumination",0.57704870402574
"48","state_rumination",0.417682930850669
"49","trait_rumination",0.198044001267646
"50","mean_state_rumination",0.562299088327359
"51","state_rumination",0.425567115500802
"52","trait_rumination",0.153876336718516
"53","mean_state_rumination",0.572218422852254
"54","state_rumination",0.383473729788179
"55","trait_rumination",0.0765538960904815
"56","mean_state_rumination",0.647704007806545
"57","state_rumination",0.400860591834324
"58","trait_rumination",0.170542048468721
"59","mean_state_rumination",0.632385049408232
"60","state_rumination",0.360964846878737
"61","trait_rumination",0.151698782892139
"62","mean_state_rumination",0.527559039164458
"63","state_rumination",0.376617188420187
"64","trait_rumination",0.10598356920219
"65","mean_state_rumination",0.692149288547678
"66","state_rumination",0.371658422633394
"67","trait_rumination",0.140284390408055
"68","mean_state_rumination",0.688676678390603
"69","state_rumination",0.352201925465951
"70","trait_rumination",0.165726764212632
"71","mean_state_rumination",0.542915136779197
"72","state_rumination",0.406078238690598
"73","trait_rumination",0.0349600919081069
"74","mean_state_rumination",0.677270026578861
"75","state_rumination",0.376240730603831
"76","trait_rumination",0.0729178051779056
"77","mean_state_rumination",0.584258005277079
"78","state_rumination",0.373016354252285
"79","trait_rumination",0.0935442058886797
"80","mean_state_rumination",0.676598941238186
"81","state_rumination",0.384536811437113
"82","trait_rumination",0.139255708731757
"83","mean_state_rumination",0.672450685904515
"84","state_rumination",0.381505840080015
"85","trait_rumination",0.0966688317445225
"86","mean_state_rumination",0.686324285417162
"87","state_rumination",0.420986243578717
"88","trait_rumination",0.0854768364230724
"89","mean_state_rumination",0.65712936315367
"90","state_rumination",0.418070336380175
"91","trait_rumination",0.0853412134534965
"92","mean_state_rumination",0.659902703827244
"93","state_rumination",0.392446522535687
"94","trait_rumination",0.107636556557965
"95","mean_state_rumination",0.581639522942332
"96","state_rumination",0.420743028410298
"97","trait_rumination",0.0649177238696313
"98","mean_state_rumination",0.555506995057307
"99","state_rumination",0.404079402450487
"100","trait_rumination",0.119859611274872
"101","mean_state_rumination",0.596366300418875
"102","state_rumination",0.384085169407139
"103","trait_rumination",0.081986541749211
"104","mean_state_rumination",0.630915042130217
"105","state_rumination",0.400670306066973
"106","trait_rumination",0.0984967187569107
"107","mean_state_rumination",0.565130545115708
"108","state_rumination",0.363024619032332
"109","trait_rumination",0.212443192475454
"110","mean_state_rumination",0.679760511082074
"111","state_rumination",0.43009794397384
"112","trait_rumination",0.118578135707281
"113","mean_state_rumination",0.64498421797723
"114","state_rumination",0.414918022990416
"115","trait_rumination",0.156268393300712
"116","mean_state_rumination",0.569675142738018
"117","state_rumination",0.352997522560351
"118","trait_rumination",0.117130187182917
"119","mean_state_rumination",0.65740184639015
"120","state_rumination",0.389445757080351
"121","trait_rumination",0.108789898812961
"122","mean_state_rumination",0.595280964663791
"123","state_rumination",0.401368083110091
"124","trait_rumination",0.104035590236963
"125","mean_state_rumination",0.58105889310039
"126","state_rumination",0.374589975781122
"127","trait_rumination",0.177624095892236
"128","mean_state_rumination",0.516408677144608
"129","state_rumination",0.390903650612819
"130","trait_rumination",0.0871560491839029
"131","mean_state_rumination",0.6803735687779
"132","state_rumination",0.396585004253776
"133","trait_rumination",0.0900186779418694
"134","mean_state_rumination",0.585961224603768
"135","state_rumination",0.378167293541917
"136","trait_rumination",0.0981643672562516
"137","mean_state_rumination",0.673628239723533
"138","state_rumination",0.379365029168488
"139","trait_rumination",0.144967543373666
"140","mean_state_rumination",0.623359047859201
"141","state_rumination",0.400434793126149
"142","trait_rumination",0.154345862722247
"143","mean_state_rumination",0.63427839265621
"144","state_rumination",0.412942759588407
"145","trait_rumination",0.0785607453820907
"146","mean_state_rumination",0.567505890498816
"147","state_rumination",0.377209831617266
"148","trait_rumination",0.158821714117985
"149","mean_state_rumination",0.59798551293897
"150","state_rumination",0.398498543260604
"151","trait_rumination",0.152930850855999
"152","mean_state_rumination",0.60456744304543
"153","state_rumination",0.380946510469091
"154","trait_rumination",0.13608851053724
"155","mean_state_rumination",0.651575839756641
"156","state_rumination",0.390972470135261
"157","trait_rumination",0.142284504841798
"158","mean_state_rumination",0.592120324811448
"159","state_rumination",0.410095504591674
"160","trait_rumination",0.101949619108472
"161","mean_state_rumination",0.648785881350534
"162","state_rumination",0.39709727882194
"163","trait_rumination",0.0592705378973567
"164","mean_state_rumination",0.589909634924237
"165","state_rumination",0.401866879882853
"166","trait_rumination",0.159361472853148
"167","mean_state_rumination",0.625413472749269
"168","state_rumination",0.401213822220354
"169","trait_rumination",0.156464174398333
"170","mean_state_rumination",0.517657893125436
"171","state_rumination",0.373512035472682
"172","trait_rumination",0.0324039576212837
"173","mean_state_rumination",0.669842666114464
"174","state_rumination",0.390376426445205
"175","trait_rumination",0.17736062478107
"176","mean_state_rumination",0.567380874451557
"177","state_rumination",0.385425751421098
"178","trait_rumination",0.163017150308083
"179","mean_state_rumination",0.531195765185605
"180","state_rumination",0.416802652215007
"181","trait_rumination",0.0679816604571182
"182","mean_state_rumination",0.561926242027633
"183","state_rumination",0.387197065013744
"184","trait_rumination",0.147872734826236
"185","mean_state_rumination",0.545639648646666
"186","state_rumination",0.411459381534703
"187","trait_rumination",0.130077220069145
"188","mean_state_rumination",0.62613057580357
"189","state_rumination",0.395442763409146
"190","trait_rumination",0.114306212955609
"191","mean_state_rumination",0.570268820805546
"192","state_rumination",0.370380198131198
"193","trait_rumination",0.149155613968313
"194","mean_state_rumination",0.59166019410347
"195","state_rumination",0.397908654655125
"196","trait_rumination",0.112884880639605
"197","mean_state_rumination",0.650882512818065
"198","state_rumination",0.418865644364817
"199","trait_rumination",0.109187534682511
"200","mean_state_rumination",0.639403310585237
"201","state_rumination",0.422978411626484
"202","trait_rumination",0.0915953626304265
"203","mean_state_rumination",0.636203996777948
"204","state_rumination",0.407322206945905
"205","trait_rumination",0.122504381532472
"206","mean_state_rumination",0.563638219602772
"207","state_rumination",0.370742052507859
"208","trait_rumination",0.0622464995884567
"209","mean_state_rumination",0.594700518116302
"210","state_rumination",0.394974941157376
"211","trait_rumination",0.153118394251744
"212","mean_state_rumination",0.553190524719152
"213","state_rumination",0.38103011462875
"214","trait_rumination",0.0962349971476597
"215","mean_state_rumination",0.672438961361545
"216","state_rumination",0.406895991418947
"217","trait_rumination",0.0562671436970654
"218","mean_state_rumination",0.668015062963117
"219","state_rumination",0.43652358640748
"220","trait_rumination",0.111553217116172
"221","mean_state_rumination",0.621666678918888
"222","state_rumination",0.345169231121802
"223","trait_rumination",0.132913743269024
"224","mean_state_rumination",0.653771583332698
"225","state_rumination",0.402530062103161
"226","trait_rumination",0.13732343372304
"227","mean_state_rumination",0.578219548422218
"228","state_rumination",0.346386683280384
"229","trait_rumination",0.104295935013944
"230","mean_state_rumination",0.579540788163902
"231","state_rumination",0.392915378868235
"232","trait_rumination",0.0368342381772458
"233","mean_state_rumination",0.587521285305427
"234","state_rumination",0.384074305502143
"235","trait_rumination",0.138486522958352
"236","mean_state_rumination",0.67910569984205
"237","state_rumination",0.385611602556686
"238","trait_rumination",0.163082389647517
"239","mean_state_rumination",0.543500150354902
"240","state_rumination",0.385158485498354
"241","trait_rumination",0.170031641174838
"242","mean_state_rumination",0.602536573469975
"243","state_rumination",0.396358229585488
"244","trait_rumination",0.107740525441146
"245","mean_state_rumination",0.635245302439174
"246","state_rumination",0.365139536361566
"247","trait_rumination",0.174326395039847
"248","mean_state_rumination",0.743189231388185
"249","state_rumination",0.390667839121277
"250","trait_rumination",0.150232823956541
"251","mean_state_rumination",0.57819717318897
"252","state_rumination",0.383641408213288
"253","trait_rumination",0.189641345743103
"254","mean_state_rumination",0.669007300738247
"255","state_rumination",0.404271446377678
"256","trait_rumination",0.0719583358436421
"257","mean_state_rumination",0.651879989004654
"258","state_rumination",0.379047764593947
"259","trait_rumination",0.0757590841537321
"260","mean_state_rumination",0.609454398522456
"261","state_rumination",0.404248077136999
"262","trait_rumination",0.087948464224001
"263","mean_state_rumination",0.668903222425898
"264","state_rumination",0.423765460166353
"265","trait_rumination",0.125095017053494
"266","mean_state_rumination",0.583749193487721
"267","state_rumination",0.38981611919747
"268","trait_rumination",0.114963169747704
"269","mean_state_rumination",0.56245365364632
"270","state_rumination",0.387503214410102
"271","trait_rumination",0.0846475363603334
"272","mean_state_rumination",0.622603162529238
"273","state_rumination",0.414002612326658
"274","trait_rumination",0.13738617903793
"275","mean_state_rumination",0.573033979509923
"276","state_rumination",0.386908513873795
"277","trait_rumination",0.143513693137637
"278","mean_state_rumination",0.575367548291185
"279","state_rumination",0.392622637065223
"280","trait_rumination",0.134096676065274
"281","mean_state_rumination",0.695318397151083
"282","state_rumination",0.425755844302101
"283","trait_rumination",0.109800573449678
"284","mean_state_rumination",0.622348020785016
"285","state_rumination",0.415292408679512
"286","trait_rumination",0.0846595708280778
"287","mean_state_rumination",0.627111926094341
"288","state_rumination",0.410557296093105
"289","trait_rumination",0.10714254918862
"290","mean_state_rumination",0.652774818890556
"291","state_rumination",0.391225411833081
"292","trait_rumination",0.18187019286525
"293","mean_state_rumination",0.643669086393524
"294","state_rumination",0.402516720586062
"295","trait_rumination",0.0979868932615474
"296","mean_state_rumination",0.636798423216364
"297","state_rumination",0.394891196569969
"298","trait_rumination",0.131301428514848
