"","rumination_measure","rumination_intensity"
"1","trait_rumination",0.182009047323338
"2","mean_state_rumination",0.578301401842145
"3","trait_rumination",0.0900368552433573
"4","mean_state_rumination",0.706151712811646
"5","trait_rumination",0.147544565508608
"6","mean_state_rumination",0.536467820786321
"7","trait_rumination",0.170387192878335
"8","mean_state_rumination",0.576910661808562
"9","trait_rumination",0.0886636261232202
"10","mean_state_rumination",0.593580851227602
"11","trait_rumination",0.1581023096434
"12","mean_state_rumination",0.588060573577536
"13","trait_rumination",0.105143497257281
"14","mean_state_rumination",0.524321968648359
"15","trait_rumination",0.1883389799757
"16","mean_state_rumination",0.534077873719324
"17","trait_rumination",0.0591287557667071
"18","mean_state_rumination",0.63265837189661
"19","trait_rumination",0.108884429838951
"20","mean_state_rumination",0.663489257345125
"21","trait_rumination",0.124232886856882
"22","mean_state_rumination",0.584064198701322
"23","trait_rumination",0.188909005205233
"24","mean_state_rumination",0.585126248128657
"25","trait_rumination",0.101395001229307
"26","mean_state_rumination",0.58590610541187
"27","trait_rumination",0.10643888978453
"28","mean_state_rumination",0.637591646409105
"29","trait_rumination",0.1427937137419
"30","mean_state_rumination",0.608226727586671
"31","trait_rumination",0.105965443466041
"32","mean_state_rumination",0.612774206541906
"33","trait_rumination",0.111010459636279
"34","mean_state_rumination",0.60487716240969
"35","trait_rumination",0.191151128332665
"36","mean_state_rumination",0.581572552954035
"37","trait_rumination",0.138826548785431
"38","mean_state_rumination",0.640025261171189
"39","trait_rumination",0.132599787129354
"40","mean_state_rumination",0.660393139724162
"41","trait_rumination",0.127547793772934
"42","mean_state_rumination",0.591882182197284
"43","trait_rumination",0.138956658519022
"44","mean_state_rumination",0.610553036255034
"45","trait_rumination",0.0909721735115493
"46","mean_state_rumination",0.605374532165724
"47","trait_rumination",0.100873669061948
"48","mean_state_rumination",0.62189791540948
"49","trait_rumination",0.0845891716034304
"50","mean_state_rumination",0.619848036108567
"51","trait_rumination",0.0936279819514664
"52","mean_state_rumination",0.69956941170618
"53","trait_rumination",0.131458941478705
"54","mean_state_rumination",0.524366824391476
"55","trait_rumination",0.151703666042922
"56","mean_state_rumination",0.600922070245072
"57","trait_rumination",0.133067350957691
"58","mean_state_rumination",0.509688592849039
"59","trait_rumination",0.135271639382181
"60","mean_state_rumination",0.590110440901755
"61","trait_rumination",0.0981446462510118
"62","mean_state_rumination",0.6181320449037
"63","trait_rumination",0.200057471606082
"64","mean_state_rumination",0.608789006024058
"65","trait_rumination",0.137437223001862
"66","mean_state_rumination",0.615607224585557
"67","trait_rumination",0.0775685643378165
"68","mean_state_rumination",0.640287882117398
"69","trait_rumination",0.0781511035376741
"70","mean_state_rumination",0.642064046828761
"71","trait_rumination",0.171338307220298
"72","mean_state_rumination",0.578812215022224
